Class Level1|Class Level2|Product Family|Product Number|Product Description|Manufacturer|Manufacturer Product Number|Minimum Order Quantity|Multiple Order Quantity|List Price|HCPC|RXTYPE|Most Popular|Focus 600|Latex Free|Base UoM|Sales UoM|Case Packaging|HCPC Documents|HRE Documents|LRE Documents|MSD Sheets|Marketing Documents|Primary Documents|Videos|Detailed Product Description|Product Web Description|Corp Designation|Product Division|Substitute Material 1|Substitution Code 1|Substitute Material 2|Substitution Code 2|Substitute Material 3|Substitution Code 3|EAN/UPC Code|EAN Category|Dimensions|Gross Weight|Unit Weight|Parent Material|
Respiratory|Aerosol Therapy|CORR-A-FLEX Corrugated Tubings by Telefl|1516|AEROSOL TUB,22MM,CORR-A-FLEX,48,CUFF,OUS|MEDLINE|1516|0.000EA|1.000CS|118.38 ||OV|||Yes|EA|CS|50 Each / Case||||||http://www.medline.com/media/catalog/sku/151/1516_PRI01.JPG|||<ul><li>22-mm disposable corrugated tubing available in popular pre-cut lengths forconvenience</li><li>Flexible, lightweight tubing available with cuttable cuffs every 6"</li><li>Taperedcuffs securely attach to most 22-mm respiratory therapy applications</li></ul>||35|||||||||0.188LB, 0.071CF PER CS|0.188 |LB|HUD1516|
Respiratory|Aerosol Therapy|CORR-A-FLEX Corrugated Tubings by Telefl|1517|AEROSOL TUB,22MM,CORR-A-FLEX,60,CUFF|MEDLINE|1517|0.000EA|1.000CS|144.51 ||RV|||Yes|EA|CS|50 Each / Case||||||http://www.medline.com/media/catalog/sku/151/1517_PRI01.JPG|||<ul><li>22-mm disposable corrugated tubing available in popular pre-cut lengths forconvenience</li><li>Flexible, lightweight tubing available with cuttable cuffs every 6"</li><li>Taperedcuffs securely attach to most 22-mm respiratory therapy applications</li></ul>||35|||||||||0.001 LB, CF PER CS|0.001 |LB|HUD1517|
Respiratory|Aerosol Therapy|CORR-A-FLEX Corrugated Tubings by Telefl|1518|AEROSOL TUB,22MM,CORR-A-FLEX,72,CUFF,OUS|MEDLINE|1518|0.000EA|1.000CS|78.82 ||OV|||Yes|EA|CS|50 Each / Case||||||http://www.medline.com/media/catalog/sku/151/1518_PRI01.JPG|||<ul><li>22-mm disposable corrugated tubing available in popular pre-cut lengths forconvenience</li><li>Flexible, lightweight tubing available with cuttable cuffs every 6"</li><li>Taperedcuffs securely attach to most 22-mm respiratory therapy applications</li></ul>||35|||||||||0.256LB, 0.085CF PER CS|0.256 |LB|HUD1518|
Respiratory|Aerosol Therapy|CORR-A-FLEX Corrugated Tubings by Telefl|1528|AEROSOL TUBING,22MM,CORR-A-FLEX,72",OUS|MEDLINE|1528|0.000EA|1.000CS|165.40 ||RV|||Yes|EA|CS|50 Each / Case||||||http://www.medline.com/media/catalog/sku/152/1528_PRI01.JPG|||<ul><li>22-mm disposable corrugated tubing available in popular pre-cut lengths forconvenience</li><li>Flexible, lightweight tubing available with cuttable cuffs every 6"</li><li>Taperedcuffs securely attach to most 22-mm respiratory therapy applications</li></ul>||35|||||||||0.001 LB, CF PER CS|0.100 |LB|HUD1528|
Respiratory|Ventilation|Single Limb. IPPB by Teleflex|1560|CIRCUIT,UNIVERSAL,IPPB W/ NEBULIZER,OUS|MEDLINE|1560|0.000EA|1.000CS|554.40 ||RV|||Yes|EA|CS|50 Each / Case||||||http://www.medline.com/media/catalog/sku/156/1560_PRI01.JPG|||<ul><li> Help address your respiratory needs</li><li> Complete with tubing, adapter, and other componentparts</li></ul>||35|||||||||0.001 LB, CF PER CS|0.050 |LB|HUD1560|
Respiratory|Asthma Therapy|Standard Mouthpieces by Teleflex|1565|MOUTHPIECE,MED DEL,15MM/ 22MM OD,OUS|MEDLINE|1565|0.000EA|1.000CS|38.38 ||RV||||EA|CS|50 Each / Case , 1 box / Case , 1 Pack / Case||||||http://www.medline.com/media/catalog/sku/156/1565_PRI01.JPG|||<ul><li> Standard polyethylene mouthpiece designed for easy attachment</li><li> Disposable for savings andinfection prevention</li></ul>||35|||||||||0.001 LB, CF PER CS|0.025 |LB|HUD1565|
Excluded Items|User Excluded Items|User Excluded Items|1603|DBD-FILTER,PULMONARY,HUDSON|PRIVATE LABELED FOR CUSTOMER|1603|0.000EA|1.000CS|136.98 |NO CODE - PRODUCT DOES NOT MEET HCPCS SPECIFICATIONS|RV|||Yes|EA|CS|50 Each / Case||||||||||CTM|29|NOXREF|XREF|||||14026704656247|Z1|8.000LB, 1.944CF PER CS|0.160 |LB|1603              |
Respiratory|Ventilation|Straight Vent Circuits by Teleflex Medic|1607|CIRCUIT,UNHTD,DUAL LIMB,ADULT,72",OUS|MEDLINE|1607|0.000EA|1.000CS|107.78 ||RV|||Yes|EA|CS|10 Each / Case||||||http://www.medline.com/media/catalog/sku/160/1607_PRI01.JPG|||<ul><li> Ported wyes allow pressure sensing and temperature monitoring and include tethered caps</li><li>Adult conventional circuits are 72 in. long, unless otherwise noted</li><li> Straight connector inspiratory limb (foruse with Heat and Moisture Exchangers/HMEs only)</li></ul>||35|||||||||0.750LB, 0.169CF PER CS|0.750 |LB|HUD1607|
Respiratory|Ventilation|Adult Ventilator Circuits, (Non-Heated)|1608|CIRCUIT,UNHTD,DL,ADULT,HUM LIMB,72",OUS|MEDLINE|1608|0.000EA|1.000CS|127.04 ||RV||||EA|CS|10 Each / Case||||||http://www.medline.com/media/catalog/sku/160/1608_PRI01.JPG|||<ul><li>Available in a variety of different configurations and styles</li><li>Incorporate standardconnectors for use with a variety of ventilators</li><li>Ported wyes allow pressure sensing and temperature monitoringand include tethered caps</li><li>All adult conventional circuits are 72 inches long, unless noted</li></ul>||35|||||||||0.001 LB, CF PER CS|0.840 |LB|HUD1608|
Respiratory|Ventilation|Adult Ventilator Circuits, (Non-Heated)|1609|CIRCUIT,UNHTD,DL,ADULT,TRAPS,72",OUS|MEDLINE|1609|0.000EA|1.000CS|165.42 ||OV||||EA|CS|10 Each / Case||||||http://www.medline.com/media/catalog/sku/160/1609_PRI01.JPG|||<ul><li>Available in a variety of different configurations and styles</li><li>Incorporate standardconnectors for use with a variety of ventilators</li><li>Ported wyes allow pressure sensing and temperature monitoringand include tethered caps</li><li>All adult conventional circuits are 72 inches long, unless noted</li></ul>||35|||||||||1.110LB, 0.283CF PER CS|1.110 |LB|HUD1609|
Respiratory|Ventilation|Adult Ventilator Circuits, (Non-Heated)|1613|CIRCUIT, UNHTD, DL LIMB, ADULT,OUS|MEDLINE|1613|0.000EA|1.000CS|62.58 ||RV|||Yes|EA|CS|10 Each / Case||||||http://www.medline.com/media/catalog/sku/161/1613_PRI01.JPG|||<ul><li>Available in a variety of different configurations and styles</li><li>Incorporate standardconnectors for use with a variety of ventilators</li><li>Ported wyes allow pressure sensing and temperature monitoringand include tethered caps</li><li>All adult conventional circuits are 72 inches long, unless noted</li></ul>||35|||||||||0.001 LB, CF PER CS|0.250 |LB|HUD1613|
Respiratory|Ventilation|Adult Ventilator Circuits, (Non-Heated)|1614|CIRCUIT,UNHTD,DL,ADULT,TRAPS,48",OUS|MEDLINE|1614|0.000EA|1.000CS|139.16 ||OV||||EA|CS|10 Each / Case||||||http://www.medline.com/media/catalog/sku/161/1614_PRI01.JPG|||<ul><li>Available in a variety of different configurations and styles</li><li>Incorporate standardconnectors for use with a variety of ventilators</li><li>Ported wyes allow pressure sensing and temperature monitoringand include tethered caps</li><li>All adult conventional circuits are 72 inches long, unless noted</li></ul>||35|||||||||0.001 LB, CF PER CS|0.001 |LB|HUD1614|
Respiratory|Ventilation|Adult Ventilator Circuits, (Non-Heated)|1615|CIRCUIT,UNHTD,DL,ADULT,TRAPS,60",OUS|MEDLINE|1615|0.000EA|1.000CS|104.91 ||RV||||EA|CS|10 Each / Case||||||http://www.medline.com/media/catalog/sku/161/1615_PRI01.JPG|||<ul><li>Available in a variety of different configurations and styles</li><li>Incorporate standardconnectors for use with a variety of ventilators</li><li>Ported wyes allow pressure sensing and temperature monitoringand include tethered caps</li><li>All adult conventional circuits are 72 inches long, unless noted</li></ul>||35|||||||||0.001LB, 0.208CF PER CS|0.001 |LB|HUD1615|
Respiratory|Ventilation|Adult Ventilator Circuits, (Non-Heated)|1617|CIRCUIT,UNHTD,DL,ADULT,PRESS LINES,OUS|MEDLINE|1617|0.000EA|1.000CS|131.31 ||RV|||Yes|EA|CS|10 Each / Case||||||http://www.medline.com/media/catalog/sku/161/1617_PRI01.JPG|||<ul><li>Available in a variety of different configurations and styles</li><li>Incorporate standardconnectors for use with a variety of ventilators</li><li>Ported wyes allow pressure sensing and temperature monitoringand include tethered caps</li><li>All adult conventional circuits are 72 inches long, unless noted</li></ul>||35|||||||||0.001LB, 0.280CF PER CS|1.230 |LB|HUD1617|
Respiratory|Suction|Elbow Adaptors by Teleflex|1623|ADAPTR,STAND,15MM ODX15MM OD/22MM OD,OUS|MEDLINE|1623|0.000EA|1.000CS|155.11 ||||||EA|CS|50 Each / Case||||||http://www.medline.com/media/catalog/sku/162/1623_PRI01.JPG|||<ul><li> Assist with anesthesia and respiratory systems</li><li> Allow for more flexible equipmentplacement throughout theater</li></ul>||35|||||||||0.001 LB, CF PER CS|0.020 |LB|HUD1623|
Respiratory|Suction|Elbow Adaptors by Teleflex|1624|ADAPTR,ELB,SAMP,15MM OD X 15/22MM,OUS|MEDLINE|1624|0.000EA|1.000CS|252.80 ||RV||||EA|CS|50 Each / Case||||||http://www.medline.com/media/catalog/sku/162/1624_PRI01.JPG|||<ul><li> Assist with anesthesia and respiratory systems</li><li> Allow for more flexible equipmentplacement throughout theater</li></ul>||35|||||||||0.001 LB, CF PER CS|0.001 |LB|HUD1624|
Respiratory|Ventilation|Adult Ventilator Circuits, (Non-Heated)|1625|CIRCUIT,UNHTD,WITH EXHALATION VALVE,OUS|MEDLINE|1625|0.000EA|1.000CS|162.60 ||||||EA|CS|10 Each / Case|||||||||<ul><li>Available in a variety of different configurations and styles</li><li>Incorporate standardconnectors for use with a variety of ventilators</li><li>Ported wyes allow pressure sensing and temperature monitoringand include tethered caps</li><li>All adult conventional circuits are 72 inches long, unless noted</li></ul>||35|||||||||0.001 LB, CF PER CS|1.185 |LB|HUD1625|
Respiratory|Ventilation|Adult Ventilator Circuits, (Non-Heated)|1627|CIRCUIT,UNHTD,DL,W/ EXHALATION VALVE,OUS|MEDLINE|1627|0.000EA|1.000CS|171.02 ||RV||||EA|CS|10 Each / Case||||||http://www.medline.com/media/catalog/sku/162/1627_PRI01.JPG|||<ul><li>Available in a variety of different configurations and styles</li><li>Incorporate standardconnectors for use with a variety of ventilators</li><li>Ported wyes allow pressure sensing and temperature monitoringand include tethered caps</li><li>All adult conventional circuits are 72 inches long, unless noted</li></ul>||35|||||||||1.125LB, 0.261CF PER CS|1.125 |LB|HUD1627|
Respiratory|Suction|Elbow Adaptors by Teleflex|1632|ADAPT,NORMAN,SWIV,15MMX15 OD/22MM OD,OUS|MEDLINE|1632|0.000EA|1.000CS|288.00 ||RV||||EA|CS|50 Each / Case||||||http://www.medline.com/media/catalog/sku/163/1632_PRI01.JPG|||<ul><li> Assist with anesthesia and respiratory systems</li><li> Allow for more flexible equipmentplacement throughout theater</li></ul>||35|||||||||0.001 LB, CF PER CS|0.030 |LB|HUD1632|
Exam & Diagnostic Supplies|Vital Signs Monitoring|Temperature Monitoring Thermometer By Te|1635|THERMOMETER, FOR TEMP MONITORING,OUS|MEDLINE|1635|0.000EA|1.000CS|213.07 ||OV|||Yes|EA|CS|50 Each / Case||||||http://www.medline.com/media/catalog/sku/163/1635_PRI01.JPG|||<ul><li> Monitoring thermometer features clear housing with easy-read red liquid column </li><li> Probefits most temperature ports and aerosol tee adapters</li><li> 50°F to 120°F (10°C to 50°C) temperaturerange</li></ul>||35|||||||||0.030LB, 0.011CF PER CS|0.030 |LB|HUD1635|
Respiratory|Oxygen Therapy|Aerosol Tee Connectors by Teleflex|1638|AEROSOL TEE,22MM OD X18MM ID/22MM OD,OUS|MEDLINE|1638|0.000EA|1.000CS|72.82 ||RV||||EA|CS|50 Each / Case||||||http://www.medline.com/media/catalog/sku/163/1638_PRI01.JPG|||<ul><li> Tee adapters with antispill design help minimize aspiration of liquids</li><li> Components allowfor easy set-up and usage</li></ul>||35|||||||||0.001 LB, CF PER CS|0.040 |LB|HUD1638|
Respiratory|Oxygen Therapy|Aerosol Tee Connectors by Teleflex|1639|AEROSOL T,22MM OD X18MM OD X22MM ID,OUS|MEDLINE|1639|0.000EA|1.000CS|32.69 ||RV||||EA|CS|50 Each / Case||||||http://www.medline.com/media/catalog/sku/163/1639_PRI01.JPG|||<ul><li> Tee adapters with antispill design help minimize aspiration of liquids</li><li> Components allowfor easy set-up and usage</li></ul>||35|||||||||0.001 LB, CF PER CS|0.024 |LB|HUD1639|
OR & Surgery Supplies|Anesthesia Systems & Supplies|Tubing Adapters by Teleflex|1640|ADAPTER,TUBING,22MM OD X 22MM ID,OUS|MEDLINE|1640|0.000EA|1.000CS|31.53 ||RV||||EA|CS|50 Each / Case||||||http://www.medline.com/media/catalog/sku/164/1640_PRI01.JPG|||<ul><li> Tubing adapter intended for Concha humidifiers</li><li> Components allow for easy set-up andusage</li></ul>||35|||||||||0.001 LB, CF PER CS|0.027 |LB|HUD1640|
Respiratory|Suction|Elbow Adaptors by Teleflex|1641|ADAPTR,ELBOW,STD,22MM IDX 22MM OD,OUS|MEDLINE|1641|0.000EA|1.000CS|72.84 ||RV|||Yes|EA|CS|50 Each / Case||||||http://www.medline.com/media/catalog/sku/164/1641_PRI01.JPG|||<ul><li> Assist with anesthesia and respiratory systems</li><li> Allow for more flexible equipmentplacement throughout theater</li></ul>||35|||||||||0.001 LB, CF PER CS|0.100 |LB|HUD1641|
Respiratory|Oxygen Therapy|Pressure Line Adaptors by Teleflex|1642|ADAP,PRESSURE LINE,22MM OD X 22MM ID,OUS|MEDLINE|1642|0.000EA|1.000CS|38.78 ||OV|||Yes|EA|CS|50 Each / Case , 1 box / Case||||||http://www.medline.com/media/catalog/sku/164/1642_PRI01.JPG|||<ul><li> This adapter features 22 mm O.D. x 22 mm I.D. connections</li><li> The elbow swivels360º</li></ul>||35|||||||||0.001 LB, CF PER CS|0.020 |LB|HUD1642|
Respiratory|Ventilation|Valves, Masks, Accesories by Teleflex|1643|EXHALATION VALVE, HANGER & DRIVE,OUS|MEDLINE|1643|0.000EA|1.000CS|402.87 ||OV||||EA|CS|50 Each / Case||||||http://www.medline.com/media/catalog/sku/164/1643_PRI01.JPG|||<ul><li> Includes drive line and hanger</li><li> Helps address your anesthesia and respiratoryneeds</li></ul>||35|||||||||0.001 LB, CF PER CS|0.050 |LB|HUD1643|
Exam & Diagnostic Supplies|Vital Signs Monitoring|Valved Nebtee by Teleflex|1644|VALVE,1-WAY,MONITOR,22MM OD X22MM ID,OUS|MEDLINE|1644|0.000EA|1.000CS|142.91 ||RV|||Yes|EA|CS|50 Each / Case||||||http://www.medline.com/media/catalog/sku/164/1644_PRI01.JPG|||<ul><li> Tee adapter features standard 22 mm O.D. x 22 mm I.D. connections</li><li> Valve offers low flowresistance</li><li> Includes a capped monitoring port</li><li> Port accepts most small-volumenebulizers</li></ul>||35|||||||||0.001 LB, CF PER CS|0.041 |LB|HUD1644|
Exam & Diagnostic Supplies|Vital Signs Monitoring|Thermometer w/Tee Adapter by Teleflex Me|1645|ADAPTER,THERMOMETER,22MM OD X22MM ID,OUS|MEDLINE|1645|0.000EA|1.000CS|66.13 ||RV|||Yes|EA|CS|50 Each / Case||||||http://www.medline.com/media/catalog/sku/164/1645_PRI01.JPG|||<ul><li> Multipurpose port designed to accept most temperature probes and thermometers</li><li> Componentsallow for easy set-up and usage</li></ul>||35|||||||||0.025LB, 0.007CF PER CS|0.025 |LB|HUD1645|
Respiratory|Oxygen Therapy|Aerosol Tee Connectors by Teleflex|1648|CONNECTOR,AEROSOL TEE,OUS|MEDLINE|1648|0.000EA|1.000CS|72.71 ||RV|||Yes|EA|CS|50 Each / Case||||||http://www.medline.com/media/catalog/sku/164/1648_PRI01.JPG|||<ul><li> Tee adapters with antispill design help minimize aspiration of liquids</li><li> Components allowfor easy set-up and usage</li></ul>||35|||||||||0.039LB, 0.004CF PER CS|0.039 |LB|HUD1648|
Respiratory|Oxygen Therapy|Water Traps /Respiratory by Teleflex Med|1650|WATER TRAP,70 CC,22MM OD X 22MM OD,OUS|MEDLINE|1650|0.000EA|1.000CS|281.96 ||RV||||EA|CS|50 Each / Case||||||http://www.medline.com/media/catalog/sku/165/1650_PRI01.JPG|||<ul><li>Designed to ensure circuit patency at all times</li><li>WARNING: Cancer and Reproductive Harm -www.P65Warnings.ca.gov</li></ul>||35|||||||||0.150LB, 0.019CF PER CS|0.150 |LB|HUD1650|
Respiratory|Oxygen Therapy|Oxygen Supply Tubing Water Traps by Tele|1658|DBD-WATER TRAP,NEONATAL,20-30CC CAPACITY|MEDLINE|1658|0.000EA|1.000EA|130.67 |A7012|RV||||EA|EA|1 Each / Each|||||||||<ul><li> Collect moisture that can accumulate in tubing</li><li> Help address your anesthesia andrespiratory needs</li></ul>||35|||||||10197344012558|Z1|0.078 LB, CF PER EA|0.078 |LB|HUD1658|
OR & Surgery Supplies|Anesthesia Systems & Supplies|MDI Adapters by Teleflex Medical|1659|ADAPTER, MDI, 22MM OD X 22MM ID,OUS|MEDLINE|1659|0.000EA|1.000CS|214.73 ||RV||||EA|CS|50 Each / Case||||||http://www.medline.com/media/catalog/sku/165/1659_PRI01.JPG|||<ul><li> Tee adapter with arrows helps clinicians direct aerosolized medication toward patient or away for reservoireffect </li><li> Standard connections for placement within in-line tubing</li><li> Fit most standard MDIcanisters</li></ul>||35|||||||||0.001 LB, CF PER CS|0.001 |LB|HUD1659|
Respiratory|Oxygen Therapy|Wye Connectors by Teleflex Medical|1660|CONNECTOR, WYE, 22MM OD X 15MM ID,OUS|MEDLINE|1660|0.000EA|1.000CS|162.47 ||RV||||EA|CS|50 Each / Case||||||http://www.medline.com/media/catalog/sku/166/1660_PRI01.JPG|||<ul><li> Tubing connectors for airway management<br /></li><li> Choose from connectors with orwithout airway pressure and temperature monitoring ports<br /></li><li> 22 mm OD tubing connections<br/></li><li> 15 mm ID/22 mm OD patient connection</li></ul>||35|||||||||0.001 LB, CF PER CS|0.046 |LB|HUD1660|
Respiratory|Oxygen Therapy|Wye Connectors by Teleflex Medical|1661|CONNECTOR, WYE, W/ TEMP PORT,OUS|MEDLINE|1661|0.000EA|1.000CS|176.80 ||OV||||EA|CS|50 Each / Case||||||http://www.medline.com/media/catalog/sku/166/1661_PRI01.JPG|||<ul><li> Tubing connectors for airway management<br /></li><li> Choose from connectors with orwithout airway pressure and temperature monitoring ports<br /></li><li> 22 mm OD tubing connections<br/></li><li> 15 mm ID/22 mm OD patient connection</li></ul>||35|||||||||0.001 LB, CF PER CS|0.054 |LB|HUD1661|
Respiratory|Oxygen Therapy|Wye Connectors by Teleflex Medical|1662|CONNECTOR,Y,15MM ID/22MM OD,NO PORT,OUS|MEDLINE|1662|0.000EA|1.000CS|126.56 ||RV||||EA|CS|50 Each / Case||http://www.medline.com/media/catalog/sku/166/1662_HRE03.JPG,http://www.medline.com/media/catalog/sku/166/1662_HRE02.JPG,http://www.medline.com/media/catalog/sku/166/1662_HRE01.JPG||||http://www.medline.com/media/catalog/sku/166/1662_PRI02.JPG|||<ul><li> Tubing connectors for airway management<br /></li><li> Choose from connectors with orwithout airway pressure and temperature monitoring ports<br /></li><li> 22 mm OD tubing connections<br/></li><li> 15 mm ID/22 mm OD patient connection</li></ul>||35|||||||||0.001 LB, CF PER CS|0.051 |LB|HUD1662|
Respiratory|Oxygen Therapy|Soft Cuff Adaptors by Teleflex|1663|ADAPTER,SOFT CUFF,22MM ID X 19MM ID,OUS|MEDLINE|1663|0.000EA|1.000CS|180.98 ||RV||||EA|CS|50 Each / Case||||||http://www.medline.com/media/catalog/sku/166/1663_PRI01.JPG|||<ul><li> Approximately 21 mm ID x 19 mm ID</li><li> Made of flexible material</li></ul>||35|||||||||0.001 LB, CF PER CS|0.100 |LB|HUD1663|
Nutritionals & Feeding|Feeding Tubes|One Way Male To Female Valves by Telefle|1664|VALVE,ONE-WAY,LO FLO,22MM OD/22MM ID,OUS|MEDLINE|1664|0.000EA|1.000CS|95.13 ||RV|||Yes|EA|CS|50 Each / Case||||||http://www.medline.com/media/catalog/sku/166/1664_PRI01.JPG|||<ul><li> Valve designed to offer low-flow resistance in single direction</li><li> Designed for easyattachment</li></ul>||35|||||||||0.028LB, 0.011CF PER CS|0.028 |LB|HUD1664|
Exam & Diagnostic Supplies|Vital Signs Monitoring|Valved Nebtee by Teleflex|1665|VALVE,ONE-WAY,LO FLO,22MM ID/22MM OD,OUS|MEDLINE|1665|0.000EA|1.000CS|95.13 ||OV|||Yes|EA|CS|50 Each / Case||||||http://www.medline.com/media/catalog/sku/166/1665_PRI01.JPG|||<ul><li> Tee adapter features standard 22 mm O.D. x 22 mm I.D. connections</li><li> Valve offers low flowresistance</li><li> Includes a capped monitoring port</li><li> Port accepts most small-volumenebulizers</li></ul>||35|||||||||0.022LB, 0.004CF PER CS|0.022 |LB|HUD1665|
Exam & Diagnostic Supplies|Vital Signs Monitoring|Valved Nebtee by Teleflex|1666|ADAPTER,VALVED TEE,UNIDIRECTIONAL,OUS|MEDLINE|1666|0.000EA|1.000CS|271.22 ||OV||||EA|CS|50 Each / Case||||||http://www.medline.com/media/catalog/sku/166/1666_PRI01.JPG|||<ul><li> Tee adapter features standard 22 mm O.D. x 22 mm I.D. connections</li><li> Valve offers low flowresistance</li><li> Includes a capped monitoring port</li><li> Port accepts most small-volumenebulizers</li></ul>||35|||||||||0.001 LB, CF PER CS|0.001 |LB|HUD1666|
Respiratory|Oxygen Therapy|Ventilator Monitoring Adaptor Circuits b|1667|ADAPTER,MONITORING,VENT CIRCUIT,OUS|MEDLINE|1667|0.000EA|1.000CS|118.60 ||RV|||Yes|EA|CS|50 Each / Case||||||http://www.medline.com/media/catalog/sku/166/1667_PRI01.JPG|||<ul><li> Designed to be used for obtaining ventilation parameters</li><li> Includes: 6" CORR-A-FLEXtube</li><li> Aerosol tee Oxygen nipple adapter</li><li> 15 mm/22 mm adapter</li><li> Male tofemale 1-way valve; female to male 1-way valve</li></ul>||35|||||||||0.001 LB, CF PER CS|0.127 |LB|HUD1667|
Respiratory|Oxygen Therapy|Trach Tee Oxygenator w/Oxygen Nipple by|1668|OXYGENATOR,TRACH TEE,W/OXYGEN NIPPLE,OUS|MEDLINE|1668|0.000EA|1.000CS|68.31 ||RV|||Yes|EA|CS|50 Each / Case||||||http://www.medline.com/media/catalog/sku/166/1668_PRI01.JPG|||<ul><li> Allows administration of oxygen to endotracheal or tracheostomy tubes</li><li> Includes oxygennipple adapter, aerosol tee, and 6" Corr-A-Flex Tubing</li></ul>||35|||||||||0.063LB, 0.150CF PER CS|0.063 |LB|HUD1668|
OR & Surgery Supplies|Anesthesia Systems & Supplies|Monitoring Adaptors by Teleflex|1669|ADAPT,RESUS,15MM OD X 15MM/22MM,OUS|MEDLINE|1669|0.000EA|1.000CS|175.29 ||RV||||EA|CS|50 Each / Case , 1 box / Case||||||http://www.medline.com/media/catalog/sku/166/1669_PRI01.JPG|||<ul><li> Monitoring adapter with standard-luer fitting designed for easy attachment </li><li> Componentsallow for easy set-up and usage</li></ul>||35|||||||||0.001 LB, CF PER CS|0.030 |LB|HUD1669|
Respiratory|Suction|Elbow Adaptors by Teleflex|1673|ADAPTER,ELBOW,PORT,22MM ID X 22MM OD,OUS|MEDLINE|1673|0.000EA|1.000CS|79.69 ||RV||||EA|CS|50 Each / Case||||||http://www.medline.com/media/catalog/sku/167/1673_PRI01.JPG|||<ul><li> Assist with anesthesia and respiratory systems</li><li> Allow for more flexible equipmentplacement throughout theater</li></ul>||35|||||||||0.001 LB, CF PER CS|0.049 |LB|HUD1673|
Respiratory|Oxygen Therapy|Wye Connectors by Teleflex Medical|1674|CONNECTOR, WYE,ADULT, W/O PORT,OUS|MEDLINE|1674|0.000EA|1.000CS|310.42 ||OV||||EA|CS|50 Each / Case||||||http://www.medline.com/media/catalog/sku/167/1674_PRI01.JPG|||<ul><li> Tubing connectors for airway management<br /></li><li> Choose from connectors with orwithout airway pressure and temperature monitoring ports<br /></li><li> 22 mm OD tubing connections<br/></li><li> 15 mm ID/22 mm OD patient connection</li></ul>||35|||||||||0.001 LB, CF PER CS|0.050 |LB|HUD1674|
Respiratory|Oxygen Therapy|Tubing Connectors by Teleflex Medical|1678|ADAPTER,ISO CUFF,22MM ID X 22MM OD,OUS|MEDLINE|1678|0.000EA|1.000CS|89.02 ||OV||||EA|CS|50 Each / Case||||||http://www.medline.com/media/catalog/sku/167/1678_PRI01.JPG|||<ul><li> Standard 22 mm OD x 22 mm OD connections</li><li> Designed for safety andconvenience</li></ul>||35|||||||||0.001 LB, CF PER CS|0.029 |LB|HUD1678|
Respiratory|Oxygen Therapy|Oxygen Supply Tubing Water Traps by Tele|1679|WATER TRAP,OXYGEN,IN LINE,8" LONG,OUS|MEDLINE|1679|0.000EA|1.000CS|40.44 ||RV||||EA|CS|10 Each / Case||||||http://www.medline.com/media/catalog/sku/167/1679_PRI01.JPG|||<ul><li> Collect moisture that can accumulate in tubing</li><li> Help address your anesthesia andrespiratory needs</li></ul>||35|||||||||0.001 LB, CF PER CS|0.085 |LB|HUD1679|
Respiratory|Aerosol Therapy|CORR-A-FLEX Corrugated Tubings by Telefl|1680|AEROSOL TUB,22MM,CORR-A-FLEX,100',OUS|MEDLINE|1680|0.000EA|1.000EA|21.80 ||OV|||Yes|EA|EA|1 Case / Each , 1 Roll / Each||||||http://www.medline.com/media/catalog/sku/168/1680_PRI01.JPG|||<ul><li>22-mm disposable corrugated tubing available in popular pre-cut lengths forconvenience</li><li>Flexible, lightweight tubing available with cuttable cuffs every 6"</li><li>Taperedcuffs securely attach to most 22-mm respiratory therapy applications</li></ul>||35|||||||||3.750LB, 1.500CF PER|3.950 |LB|HUD1680|
Respiratory|CPAP|CPAP Nasal Cannulas by Teleflex Medical|1683|CANNULA,INFNT NSL CPAP SYSTEM,SIZE 0,OUS|MEDLINE|1683|0.000EA|1.000CS|369.09 ||||||EA|CS|10 Each / Case||||||http://www.medline.com/media/catalog/sku/168/1683_PRI01.JPG|||<ul><li>Luer fitting on expiratory connector allows proximal airway pressure monitoring</li><li>Designed toreduce trauma associated with the delivery of infant nasal CPAP</li><li>Soft, anatomically curved prongs enhancefit</li></ul>||35|||||||||0.001LB, 0CF PER CS|0.500 |LB|HUD1683|
Respiratory|CPAP|CPAP Nasal Cannulas by Teleflex Medical|1686|CANNULA,INFNT NSL CPAP SYSTEM,SIZE 2,OUS|MEDLINE|1686|0.000EA|1.000CS|732.49 ||RV||||EA|CS|10 Each / Case||||||http://www.medline.com/media/catalog/sku/168/1686_PRI01.JPG|||<ul><li>Luer fitting on expiratory connector allows proximal airway pressure monitoring</li><li>Designed toreduce trauma associated with the delivery of infant nasal CPAP</li><li>Soft, anatomically curved prongs enhancefit</li></ul>||35|||||||||0.001LB, 0.111CF PER CS|0.001 |LB|HUD1686|
Respiratory|CPAP|CPAP Nasal Cannulas by Teleflex Medical|1687|CANNULA,INFNT NSL CPAP SYSTEM,SIZE 3,OUS|MEDLINE|1687|0.000EA|1.000CS|841.82 ||RV||||EA|CS|10 Each / Case||||||http://www.medline.com/media/catalog/sku/168/1687_PRI01.JPG|||<ul><li>Luer fitting on expiratory connector allows proximal airway pressure monitoring</li><li>Designed toreduce trauma associated with the delivery of infant nasal CPAP</li><li>Soft, anatomically curved prongs enhancefit</li></ul>||35|||||||||0.001 LB, CF PER CS|0.001 |LB|HUD1687|
