Class Level1|Class Level2|Product Family|Product Number|Product Description|Manufacturer|Manufacturer Product Number|Minimum Order Quantity|Multiple Order Quantity|List Price|HCPC|RXTYPE|Most Popular|Focus 600|Latex Free|Base UoM|Sales UoM|Case Packaging|HCPC Documents|HRE Documents|LRE Documents|MSD Sheets|Marketing Documents|Primary Documents|Videos|Detailed Product Description|Product Web Description|Corp Designation|Product Division|Substitute Material 1|Substitution Code 1|Substitute Material 2|Substitution Code 2|Substitute Material 3|Substitution Code 3|EAN/UPC Code|EAN Category|Dimensions|Gross Weight|Unit Weight|Parent Material|																					
Nursing Supplies & Patient Care|Nursing Kits & Trays|Suture Removal Tray|55230|SUTURE REMOVAL TRAY|CENTURION|55230|0.000EA|1.000CS|385.96 ||||||EA|CS|50 Each / Case||http://www.medline.com/media/catalog/sku/552/55230_HRE03.JPG||||http://www.medline.com/media/catalog/sku/552/55230_PRI03.JPG|||<ul><li> Pre-packaged suture removal trays are designed to help standardize product usage and control supplycosts<br /></li><li> Trays include high-quality	 single-use Centurion instruments that are precision crafted tomatch the performance and feel of reusables<br /></li><li> Many Centurion instruments qualify for ourmoney-saving Recycling Program; contact your sales rep for details</li></ul>||20|||||||||0.117LB	 0.008CF PER CS|0.117 |LB|55230             |																			
OR & Surgery Supplies|Drapes|Sterile Table Covers|55244|COVER	TABLE	FANFOLD	44X44	STERILE|MEDLINE|55244|0.000EA|1.000CS|123.98 |NO CODE - DISCONTINUED ITEM|OV|||Yes|EA|CS|40 Each / Case||||||http://www.medline.com/media/catalog/sku/552/55244_PRI01.JPG|||||21|||||||||0.250LB	 0.040CF PER CS|0.250 |LB|55244             |																
Nursing Supplies & Patient Care|Nursing Kits & Trays|Suture Removal Tray|55270|SUTURE REMOVAL TRAY|CENTURION|55270|0.000EA|1.000CS|429.98 ||||||EA|CS|50 Each / Case||http://www.medline.com/media/catalog/sku/552/55270_HRE01.JPG||||http://www.medline.com/media/catalog/sku/552/55270_PRI01.JPG|||<ul><li> Pre-packaged suture removal trays are designed to help standardize product usage and control supplycosts<br /></li><li> Trays include high-quality	 single-use Centurion instruments that are precision crafted tomatch the performance and feel of reusables<br /></li><li> Many Centurion instruments qualify for ourmoney-saving Recycling Program; contact your sales rep for details</li></ul>||20|||||||10193489112009|Z1|0.123LB	 0.008CF PER CS|0.123 |LB|55270             |																			
Nursing Supplies & Patient Care|Nursing Kits & Trays|Suture Removal Tray|55280|SUTURE REMOVAL TRAY|CENTURION|55280|0.000EA|1.000CS|373.13 ||||||EA|CS|50 Each / Case||http://www.medline.com/media/catalog/sku/552/55280_HRE03.JPG||||http://www.medline.com/media/catalog/sku/552/55280_PRI03.JPG|||<ul><li> Pre-packaged suture removal trays are designed to help standardize product usage and control supplycosts<br /></li><li> Trays include high-quality	 single-use Centurion instruments that are precision crafted tomatch the performance and feel of reusables<br /></li><li> Many Centurion instruments qualify for ourmoney-saving Recycling Program; contact your sales rep for details</li></ul>||20|||||||||0.105LB	 0.008CF PER CS|0.105 |LB|55280             |																			
Nursing Supplies & Patient Care|Nursing Kits & Trays|Suture Removal Tray|55295|SUTURE REMOVAL TRAY|CENTURION|55295|0.000EA|1.000CS|235.91 ||RV|||Yes|EA|CS|50 Each / Case||http://www.medline.com/media/catalog/sku/552/55295_HRE01.JPG|||http://www.medline.com/media/catalog/Docs/MKT/LIT929R_CAT_Centurion_Instruments_19.pdf|http://www.medline.com/media/catalog/sku/552/55295_PRI01.JPG|||<ul><li> Pre-packaged suture removal trays are designed to help standardize product usage and control supplycosts<br /></li><li> Trays include high-quality	 single-use Centurion instruments that are precision crafted tomatch the performance and feel of reusables<br /></li><li> Many Centurion instruments qualify for ourmoney-saving Recycling Program; contact your sales rep for details</li></ul>||20|||||||10193489111873|Z1|0.086LB	 0.008CF PER CS|0.086 |LB|55295             |																			
Nursing Supplies & Patient Care|Nursing Kits & Trays|Suture Removal Tray|55300|TRAY	SUTURE REMOVAL	 E.R.|CENTURION|55300|0.000EA|1.000CS|474.56 ||||||EA|CS|50 Each / Case||http://www.medline.com/media/catalog/sku/553/55300_HRE01.JPG|||http://www.medline.com/media/catalog/Docs/MKT/LIT929R_CAT_Centurion_Instruments_19.pdf|http://www.medline.com/media/catalog/sku/553/55300_PRI01.JPG|||<ul><li> Pre-packaged suture removal trays are designed to help standardize product usage and control supplycosts<br /></li><li> Trays include high-quality	 single-use Centurion instruments that are precision crafted tomatch the performance and feel of reusables<br /></li><li> Many Centurion instruments qualify for ourmoney-saving Recycling Program; contact your sales rep for details</li></ul>||20|55150             |Z106|||||10193489111866|Z1|0.124LB	 0.008CF PER CS|0.124 |LB|55300             |																	
Nursing Supplies & Patient Care|Nursing Kits & Trays|Suture Removal Tray|55335|COSMETIC SUTURE REMOVAL TRAY|CENTURION|55335|0.000EA|1.000CS|322.53 ||||||EA|CS|50 Each / Case||http://www.medline.com/media/catalog/sku/553/55335_HRE03.JPG||||http://www.medline.com/media/catalog/sku/553/55335_PRI03.JPG|||<ul><li> Pre-packaged suture removal trays are designed to help standardize product usage and control supplycosts<br /></li><li> Trays include high-quality	 single-use Centurion instruments that are precision crafted tomatch the performance and feel of reusables<br /></li><li> Many Centurion instruments qualify for ourmoney-saving Recycling Program; contact your sales rep for details</li></ul>||20|||||||10193489112085|Z1|0.108LB	 0.008CF PER CS|0.108 |LB|55335             |																			
Nursing Supplies & Patient Care|Nursing Kits & Trays|Suture Removal Tray|55395|SUTURE REMOVAL TRAY|CENTURION|55395|0.000EA|1.000CS|342.47 ||||||EA|CS|50 Each / Case||http://www.medline.com/media/catalog/sku/553/55395_HRE01.JPG||||http://www.medline.com/media/catalog/sku/553/55395_PRI01.JPG|||<ul><li> Pre-packaged suture removal trays are designed to help standardize product usage and control supplycosts<br /></li><li> Trays include high-quality	 single-use Centurion instruments that are precision crafted tomatch the performance and feel of reusables<br /></li><li> Many Centurion instruments qualify for ourmoney-saving Recycling Program; contact your sales rep for details</li></ul>||20|||||||||0.107LB	 0.009CF PER CS|0.107 |LB|55395             |																			
Nursing Supplies & Patient Care|Nursing Kits & Trays|Suture Removal Tray|55410|SUTURE REMOVAL TRAY|CENTURION|55410|0.000EA|1.000CS|391.24 ||OV|||Yes|EA|CS|50 Each / Case||http://www.medline.com/media/catalog/sku/554/55410_HRE01.JPG|||http://www.medline.com/media/catalog/Docs/MKT/LIT929R_CAT_Centurion_Instruments_19.pdf|http://www.medline.com/media/catalog/sku/554/55410_PRI02.JPG|||<ul><li> Pre-packaged suture removal trays are designed to help standardize product usage and control supplycosts<br /></li><li> Trays include high-quality	 single-use Centurion instruments that are precision crafted tomatch the performance and feel of reusables<br /></li><li> Many Centurion instruments qualify for ourmoney-saving Recycling Program; contact your sales rep for details</li></ul>||20|||||||10193489111910|Z1|0.116LB	 0.010CF PER CS|0.116 |LB|55410             |																			
Surgical Instruments & Sterilization|Sterilization Supplies|Instrument Trays|55425|INSTRUMENT TRAY|CENTURION|55425|0.000EA|1.000CS|292.38 ||||||EA|CS|30 Each / Case|||||||||<ul><li> Prepackaged laceration trays are designed to help standardize product usage and control supply costs<br/></li><li> Trays include high-quality	 single-use stainless steel instruments that are precision crafted to matchthe performance and feel of reusables<br /></li><li> Many Centurion instruments qualify for our money-savingRecycling Program; contact your sales rep for details</li></ul>|CTM|20|||||||||0.182LB	 0.016CF PER CS|0.182 |LB|55425             |																			
Excluded Items|Material Group Excluded Items|Material Group Excluded Items|55517|DRAPE	EYE	BILATERAL	ST	40/CS|PRECEPT ULTRAGARD LLC|55517|0.000EA|1.000CS|221.93 |NO CODE - PRODUCT DOES NOT MEET HCPCS SPECIFICATIONS|OV|||Yes|EA|CS|40 Each / Case||||||http://www.medline.com/media/catalog/sku/555/55517_PRI01.JPG|||||21|||||||||0.350LB	 0.040CF PER CS|0.350 |LB|55517             |																
Nursing Supplies & Patient Care|Nursing Kits & Trays|Suture Removal Tray|55525|SUTURE REMOVAL TRAY|CENTURION|55525|0.000EA|1.000CS|372.89 ||||||EA|CS|50 Each / Case||http://www.medline.com/media/catalog/sku/555/55525_HRE01.JPG	http://www.medline.com/media/catalog/sku/555/55525_HRE02.JPG||||http://www.medline.com/media/catalog/sku/555/55525_PRI01.JPG|||<ul><li> Pre-packaged suture removal trays are designed to help standardize product usage and control supplycosts<br /></li><li> Trays include high-quality	 single-use Centurion instruments that are precision crafted tomatch the performance and feel of reusables<br /></li><li> Many Centurion instruments qualify for ourmoney-saving Recycling Program; contact your sales rep for details</li></ul>||20|||||||10193489112023|Z1|0.127LB	 0.008CF PER CS|0.127 |LB|55525             |																		
Nursing Supplies & Patient Care|Nursing Kits & Trays|Suture Removal Sets|55585|SUTURE REMOVAL SET|CENTURION|55585|0.000EA|1.000CS|409.38 ||||||EA|CS|50 Each / Case||http://www.medline.com/media/catalog/sku/555/55585_HRE01.JPG||||http://www.medline.com/media/catalog/sku/555/55585_PRI01.JPG|||<ul><li> Pre-packaged suture removal packs are designed to help standardize product usage and control supplycosts<br /></li><li> Packs include high-quality	 single-use Centurion stainless steel instruments that areprecision crafted to match the performance and feel of reusables<br /></li><li> Many Centurion instrumentsqualify for our money-saving Recycling Program; contact your sales rep for details</li></ul>||20|||||||10653160348924|Z1|0.131LB	 0.008CF PER CS|0.131 |LB|55585             |																			
Nursing Supplies & Patient Care|Nursing Kits & Trays|Suture Removal Tray|55605|SUTURE REMOVAL TRAY|CENTURION|55605|0.000EA|1.000CS|449.31 ||||||EA|CS|50 Each / Case||http://www.medline.com/media/catalog/sku/556/55605_HRE01.JPG||||http://www.medline.com/media/catalog/sku/556/55605_PRI01.JPG|||<ul><li> Pre-packaged suture removal trays are designed to help standardize product usage and control supplycosts<br /></li><li> Trays include high-quality	 single-use Centurion instruments that are precision crafted tomatch the performance and feel of reusables<br /></li><li> Many Centurion instruments qualify for ourmoney-saving Recycling Program; contact your sales rep for details</li></ul>||20|||||||||0.111LB	 0.008CF PER CS|0.111 |LB|55605             |																			
Nursing Supplies & Patient Care|Nursing Kits & Trays|Suture Removal Tray|55615|SUTURE REMOVAL TRAY|CENTURION|55615|0.000EA|1.000CS|322.33 ||OV|||Yes|EA|CS|50 Each / Case||||||http://www.medline.com/media/catalog/sku/556/55615_PRI01.JPG|||<ul><li> Pre-packaged suture removal trays are designed to help standardize product usage and control supplycosts<br /></li><li> Trays include high-quality	 single-use Centurion instruments that are precision crafted tomatch the performance and feel of reusables<br /></li><li> Many Centurion instruments qualify for ourmoney-saving Recycling Program; contact your sales rep for details</li></ul>||20|||||||10193489112047|Z1|0.121LB	 0.010CF PER CS|0.121 |LB|55615             |																			
Nursing Supplies & Patient Care|Nursing Kits & Trays|Suture Removal Tray|55645|SUTURE REMOVAL TRAY|CENTURION|55645|0.000EA|1.000CS|435.33 |NO CODE - PRODUCT DOES NOT MEET HCPCS SPECIFICATIONS|OV|||Yes|EA|CS|50 Each / Case||http://www.medline.com/media/catalog/sku/556/55645_HRE05.JPG|||http://www.medline.com/media/catalog/Docs/MKT/LIT929R_CAT_Centurion_Instruments_19.pdf|http://www.medline.com/media/catalog/sku/556/55645_PRI05.JPG|||<ul><li> Pre-packaged suture removal trays are designed to help standardize product usage and control supplycosts<br /></li><li> Trays include high-quality	 single-use Centurion instruments that are precision crafted tomatch the performance and feel of reusables<br /></li><li> Many Centurion instruments qualify for ourmoney-saving Recycling Program; contact your sales rep for details</li></ul>||20|55200             |Z106|||||10653160351719|Z1|0.097LB	 0.004CF PER CS|0.097 |LB|55645             |																			
Nursing Supplies & Patient Care|Nursing Kits & Trays|Suture Removal Tray|55650|SUTURE REMOVAL TRAY|CENTURION|55650|0.000EA|1.000CS|556.76 ||||||EA|CS|50 Each / Case||http://www.medline.com/media/catalog/sku/556/55650_HRE01.JPG||||http://www.medline.com/media/catalog/sku/556/55650_PRI01.JPG|||<ul><li> Pre-packaged suture removal trays are designed to help standardize product usage and control supplycosts<br /></li><li> Trays include high-quality	 single-use Centurion instruments that are precision crafted tomatch the performance and feel of reusables<br /></li><li> Many Centurion instruments qualify for ourmoney-saving Recycling Program; contact your sales rep for details</li></ul>||20|||||||10193489111972|Z1|0.102LB	 0.008CF PER CS|0.102 |LB|55650             |																			
OR & Surgery Supplies|Drapes|Non Sterile Universal Drape Sheets|55678|DRAPE	U	76X114"	9X30" SPLIT	 ST	20/CS|MEDLINE|55678|0.000EA|1.000CS|297.49 |NO CODE - DISCONTINUED ITEM|OV|||Yes|EA|CS|20 Each / Case|||||||||<ul><li>Medline offers an extensive surgical drape line	 featuring a top-of-the-line SMS fabric composed of five strongfiber layers for exceptionally high barrier strength </li><li>Made of 100% polypropylene	 SMS drapes are soft anddrapeable	 have smaller fibers and a more uniform fiber lay-down </li><li>07164CS 53" x 77" (135 x 196 cm) withAbsorbent reinforcement 23" x 44" (58 cm x 112 cm) </li><li>09440CS measures 40" x 70" (102 x 178 cm)</li><li>14184CS measures 53" x 77"	 135 x 196 cm </li><li>14184RCS measures 77" x 53"	 196 x 135 cm</li><li>14185CS measures 40" x 58" (102 cm x 147 cm) </li><li>15648CS measures 53" x 77"	 135 x 196 cm</li><li>DS184NS measures 40"x40" and features a tearline from the edge of the drape to the fenestration for easyremoval after central line insertions</li><li>SPT-2600SCS measures 53"x38" with Absorbent reinforcement 21"x18"</li><li>SPT-4205SCS (102" x 53"	 259 x 135 cm) includes: Absorbent reinforcement	 29" x 10" (74 cm x 25 cm);Hook-and-loop line holders and adhesive along reinforced edge </li><li>SPT-4206SCS measures 75"x70" with Absorbentreinforcement 29"x16"</li><li>SPT-4207SCS measures 35"x79" with Absorbent reinforcement 8"x40"</li><li>SPT-4215SCS (106" x 59"	 270 x 150 cm) includes: Absorbent reinforcement	 24" x 16" (61 cm x 41 cm); Split 24"x 19" (61 cm x 48 cm) with 2" wide (5 cm) adhesive and hook-and-loop line holders </li><li>SPT-5600SCS	 measures 40" x27" (102 cm x 69 cm) </li><li>SPT-5610SCS measures 40" x 27" (102 cm x 69 cm) </li><li>SPT-DRAPLGSCSmeasures 70" x 85"	 178 x 216 cm </li><li>SPT-DRAPXLSCS measures 70" x 100" (178 x 254 cm) </li></ul>||21|NOXREF|XREF|||||||1.300LB	 0.184CF PER CS|1.300 |LB|55678             |			
Nursing Supplies & Patient Care|Nursing Kits & Trays|Suture Removal Tray|55825|SUTURE REMOVAL TRAY|CENTURION|55825|0.000EA|1.000CS|347.00 ||||||EA|CS|50 Each / Case|||||||||<ul><li> Pre-packaged suture removal trays are designed to help standardize product usage and control supplycosts<br /></li><li> Trays include high-quality	 single-use Centurion instruments that are precision crafted tomatch the performance and feel of reusables<br /></li><li> Many Centurion instruments qualify for ourmoney-saving Recycling Program; contact your sales rep for details</li></ul>||20|||||||||0.108LB	 0CF PER CS|0.108 |LB|55825             |																			
Nursing Supplies & Patient Care|Nursing Kits & Trays|Suture Removal Tray|56100|SUTURE REMOVAL TRAY|CENTURION|56100|0.000EA|1.000CS|207.44 ||||||EA|CS|50 Each / Case||http://www.medline.com/media/catalog/sku/561/56100_HRE01.JPG||||http://www.medline.com/media/catalog/sku/561/56100_PRI01.JPG|||<ul><li> Pre-packaged suture removal trays are designed to help standardize product usage and control supplycosts<br /></li><li> Trays include high-quality	 single-use Centurion instruments that are precision crafted tomatch the performance and feel of reusables<br /></li><li> Many Centurion instruments qualify for ourmoney-saving Recycling Program; contact your sales rep for details</li></ul>||20|||||||10653160348979|Z1|0.925LB	 0.008CF PER CS|0.925 |LB|56100             |																			
Nursing Supplies & Patient Care|Nursing Kits & Trays|Suture Removal Tray|56145|SUTURE REMOVAL|CENTURION|56145|0.000EA|1.000CS|413.56 ||||||EA|CS|50 Each / Case||http://www.medline.com/media/catalog/sku/561/56145_HRE01.JPG||||http://www.medline.com/media/catalog/sku/561/56145_PRI01.JPG|||<ul><li> Pre-packaged suture removal trays are designed to help standardize product usage and control supplycosts<br /></li><li> Trays include high-quality	 single-use Centurion instruments that are precision crafted tomatch the performance and feel of reusables<br /></li><li> Many Centurion instruments qualify for ourmoney-saving Recycling Program; contact your sales rep for details</li></ul>||20|||||||||0.098LB	 0.008CF PER CS|0.098 |LB|56145             |																			
Nursing Supplies & Patient Care|Nursing Kits & Trays|Suture Removal Tray|57110|SUTURE REMOVAL TRAY|CENTURION|57110|0.000EA|1.000CS|390.60 ||||||EA|CS|50 Each / Case||http://www.medline.com/media/catalog/sku/571/57110_HRE01.JPG||||http://www.medline.com/media/catalog/sku/571/57110_PRI01.JPG|||<ul><li> Pre-packaged suture removal trays are designed to help standardize product usage and control supplycosts<br /></li><li> Trays include high-quality	 single-use Centurion instruments that are precision crafted tomatch the performance and feel of reusables<br /></li><li> Many Centurion instruments qualify for ourmoney-saving Recycling Program; contact your sales rep for details</li></ul>||20|||||||10193489112078|Z1|0.092LB	 0.009CF PER CS|0.092 |LB|57110             |																			
OR & Surgery Supplies|Anesthesia Systems & Supplies|Custom Anesthesia Circuits|58001|CIRCUIT-PNEUTON	 6(1.8M)|MEDLINE|58001|0.000EA|1.000CS|2300.00 |NO CODE - PRODUCT DOES NOT MEET HCPCS SPECIFICATIONS||||Yes|EA|CS|15 Each / Case|||||||||<ul><li> Cart features a standard width medium height cabinet with 27" of vertical drawer space with basic electroniclock<br /></li><li> 6 drawers (configuration: 4-3"	 1-6"	 1-9")<br /></li><li> Standard packagefor this item includes- plastic top	 ergonomic push handles (one side only)	 5" ball-bearing Tente casters	 full-extension drawerslides	 drawer pulls and protective stabilizing pontoon bumpers</li></ul>|CTM|29|NOXREF|XREF|||||10080196000906|Z1|8.000LB	 1.620CF PER CS|0.533 |LB|58001             |													
OR & Surgery Supplies|Anesthesia Systems & Supplies|Private Labeled Anesthesia Circuits|58006|CIRC-6' (1.8M) W/EXP B/V-LF|PRIVATE LABELED FOR CUSTOMER|58006|0.000EA|1.000CS|73.20 |NO CODE - PRODUCT DOES NOT MEET HCPCS SPECIFICATIONS|RV||||EA|CS|15 Each / Case||||||||||CTM|29|||||||10884389442210|Z1|19.172 LB	 1.62 CF PER CS|1.278 |LB|58006             |																				
OR & Surgery Supplies|Anesthesia Systems & Supplies|Custom Anesthesia Circuits|58011|CIRCUIT PNEUTON 6 W/MASK&STRP|MEDLINE|58011|0.000EA|1.000CS|166.11 |NO CODE - PRODUCT DOES NOT MEET HCPCS SPECIFICATIONS|RV|||Yes|EA|CS|10 Each / Case|||||||||<ul><li> Cart features a standard width medium height cabinet with 27" of vertical drawer space with basic electroniclock<br /></li><li> 6 drawers (configuration: 4-3"	 1-6"	 1-9")<br /></li><li> Standard packagefor this item includes- plastic top	 ergonomic push handles (one side only)	 5" ball-bearing Tente casters	 full-extension drawerslides	 drawer pulls and protective stabilizing pontoon bumpers</li></ul>|CTM|29|NOXREF|XREF|||||10080196000937|Z1|10.000LB	 1.620CF PER CS|1.000 |LB|58011             |														
OR & Surgery Supplies|Anesthesia Systems & Supplies|Custom Anesthesia Circuits|58015|CIRCUIT-6'(1.8M) W/MASKS-LF|MEDLINE|58015|0.000EA|1.000CS|119.67 |NO CODE - PRODUCT DOES NOT MEET HCPCS SPECIFICATIONS|RV||||EA|CS|10 Each / Case|||||||||<ul><li> Cart features a standard width medium height cabinet with 27" of vertical drawer space with basic electroniclock<br /></li><li> 6 drawers (configuration: 4-3"	 1-6"	 1-9")<br /></li><li> Standard packagefor this item includes- plastic top	 ergonomic push handles (one side only)	 5" ball-bearing Tente casters	 full-extension drawerslides	 drawer pulls and protective stabilizing pontoon bumpers</li></ul>|CTM|29|||||||10080196000951|Z1|19.254 LB	 1.944 CF PER CS|1.925 |LB|58015             |														
OR & Surgery Supplies|Anesthesia Systems & Supplies|Custom Anesthesia Circuits|58021|CIRCUIT PNEUTON 6' W/MASK&FILTER|MEDLINE|58021|0.000EA|1.000CS|167.76 |NO CODE - PRODUCT DOES NOT MEET HCPCS SPECIFICATIONS|RV|||Yes|EA|CS|10 Each / Case|||||||||<ul><li> Cart features a standard width medium height cabinet with 27" of vertical drawer space with basic electroniclock<br /></li><li> 6 drawers (configuration: 4-3"	 1-6"	 1-9")<br /></li><li> Standard packagefor this item includes- plastic top	 ergonomic push handles (one side only)	 5" ball-bearing Tente casters	 full-extension drawerslides	 drawer pulls and protective stabilizing pontoon bumpers</li></ul>|CTM|29|NOXREF|XREF|||||10080196000968|Z1|10.000LB	 1.620CF PER CS|1.000 |LB|58021             |														
Excluded Items|Material Group Excluded Items|Mini Pneuton Circuits|58031|CIRCUIT-PNEUTON 6 MINI-10MM|MEDLINE|58031|0.000EA|1.000CS|117.91 |NO CODE - PRODUCT DOES NOT MEET HCPCS SPECIFICATIONS|RV|||Yes|EA|CS|15 Each / Case|||||||||||29|NOXREF|XREF|||||10080196557424|Z1|5.000LB	 1.944CF PER CS|0.333 |LB|58031             |																				
Excluded Items|Material Group Excluded Items|Mini Pneuton Circuits|58035|CIRCUIT-PNEUTON 4 MINI-15MM|MEDLINE|58035|0.000EA|1.000CS|130.36 |NO CODE - PRODUCT DOES NOT MEET HCPCS SPECIFICATIONS|RV|||Yes|EA|CS|15 Each / Case|||||||||||29|NOSUB|Z007|NOXREF|XREF|||10080196557431|Z1|5.000LB	 1.944CF PER CS|0.333 |LB|58035             |																				
OR & Surgery Supplies|Anesthesia Systems & Supplies|Custom Anesthesia Circuits|58051|CIRCUIT-PNEUTON	 8(2.4M)|MEDLINE|58051|0.000EA|1.000CS|2300.00 |NO CODE - PRODUCT DOES NOT MEET HCPCS SPECIFICATIONS|RV|||Yes|EA|CS|15 Each / Case|||||||||<ul><li> Cart features a standard width medium height cabinet with 27" of vertical drawer space with basic electroniclock<br /></li><li> 6 drawers (configuration: 4-3"	 1-6"	 1-9")<br /></li><li> Standard packagefor this item includes- plastic top	 ergonomic push handles (one side only)	 5" ball-bearing Tente casters	 full-extension drawerslides	 drawer pulls and protective stabilizing pontoon bumpers</li></ul>|CTM|29|NOXREF|XREF|||||10080196000975|Z1|10.000LB	 1.944CF PER CS|0.667 |LB|58051             |													
|||58201|CIRCUIT-PNEUTON 8 MINI-10MM|PRIVATE LABELED FOR CUSTOMER|58201|10.000EA|1.000CS|176.33 ||RV|||Yes|EA|CS|10 Each / Case||||||||||CTM|29|||||||||0.001 LB	 CF PER CS|0.001 |LB|58201             |																				
Exam & Diagnostic Supplies|OB/GYN Examination|Sterile Vaginal Speculas|59001|SPECULUM	VAGINAL	 KLEENSPEC MEDIUM|CENTURION|59001|0.000EA|1.000CS|985.60 ||||||EA|CS|96 Each / Case|||||||||<ul><li> Single-use instruments are convenient	 dependable and economical<br /></li><li> Ideal fordaily floor use instead of using O.R.-grade instruments</li></ul>||18|NOXREF|XREF|||||||0.176LB	 0.026CF PER CS|0.176 |LB|59001             |																	
Nursing Supplies & Patient Care|Nursing Kits & Trays|Suture Removal Tray|59865|SUTURE REMOVAL W/ STITCH CUTTER|CENTURION|59865|0.000EA|1.000CS|325.13 ||||||EA|CS|50 Each / Case||http://www.medline.com/media/catalog/sku/598/59865_HRE01.JPG||||http://www.medline.com/media/catalog/sku/598/59865_PRI01.JPG|||<ul><li> Pre-packaged suture removal trays are designed to help standardize product usage and control supplycosts<br /></li><li> Trays include high-quality	 single-use Centurion instruments that are precision crafted tomatch the performance and feel of reusables<br /></li><li> Many Centurion instruments qualify for ourmoney-saving Recycling Program; contact your sales rep for details</li></ul>||20|||||||10193489111989|Z1|0.053LB	 0.008CF PER CS|0.053 |LB|59865             |																			
Nursing Supplies & Patient Care|Nursing Kits & Trays|Suture Removal Tray|59975|SUTURE REMOVAL TRAY|CENTURION|59975|0.000EA|1.000CS|316.98 ||||||EA|CS|50 Each / Case||http://www.medline.com/media/catalog/sku/599/59975_HRE01.JPG||||http://www.medline.com/media/catalog/sku/599/59975_PRI01.JPG|||<ul><li> Pre-packaged suture removal trays are designed to help standardize product usage and control supplycosts<br /></li><li> Trays include high-quality	 single-use Centurion instruments that are precision crafted tomatch the performance and feel of reusables<br /></li><li> Many Centurion instruments qualify for ourmoney-saving Recycling Program; contact your sales rep for details</li></ul>||20|||||||||0.178LB	 0.009CF PER CS|0.178 |LB|59975             |																			
OR & Surgery Supplies|Prep Trays|Centurion Custom Pre-Op Tray|60015|GENERAL PURPOSE TRAY|CENTURION|60015|0.000EA|1.000CS|384.60 ||||||EA|CS|30 Each / Case||http://www.medline.com/media/catalog/sku/600/60015_HRE01.JPG|||http://www.medline.com/media/catalog/Docs/MKT/LIT929R_CAT_Centurion_Instruments_19.pdf|http://www.medline.com/media/catalog/sku/600/60015_PRI01.JPG|||<ul><li> Prepackaged tray designed to help standardize product usage and control supply costs<br/></li><li> High-quality	 single-use	 stainless-steel  instruments that are precision crafted to match theperformance and feel of reusables</li></ul>||20|||||||||0.100LB	 0.016CF PER CS|0.100 |LB|60015             |																		
OR & Surgery Supplies|Sterile Procedure Trays|Instrument Sets|60040|INSTRUMENT SET|CENTURION|60040|0.000EA|1.000CS|401.93 ||OV|||Yes|EA|CS|30 Each / Case||http://www.medline.com/media/catalog/sku/600/60040_HRE01.JPG|||http://www.medline.com/media/catalog/Docs/MKT/LIT929R_CAT_Centurion_Instruments_19.pdf|http://www.medline.com/media/catalog/sku/600/60040_PRI01.JPG|||<ul><li> Set includes high-quality	 single-use Centurion stainless steel instruments that are precision crafted tomatch the performance and feel of reusables<br /></li><li> Many Centurion instruments qualify for ourmoney-saving Recycling Program; contact your sales rep for details</li></ul>||20|||||||||0.255LB	 0.016CF PER CS|0.255 |LB|60040             |																			
Wound Care|Minor Procedure Trays|CTM CRI Debride Kit Single Use Instr|60045|DEBRIDEMENT TRAY|CENTURION|60045|0.000EA|1.000CS|341.87 ||||||EA|CS|30 Each / Case||http://www.medline.com/media/catalog/sku/600/60045_HRE01.JPG||||http://www.medline.com/media/catalog/sku/600/60045_PRI01.JPG|||<ul><li> Intended for debriding wounds<br /></li><li>  Prepackaged debridement trays are designed tohelp standardize product usage and control supply costs<br /></li><li> Trays include high-quality	 single-usestainless steel instruments that are precision crafted to match the performance and feel of reusables<br/></li><li> Many Centurion instruments qualify for our money-saving Recycling Program; contact your sales rep fordetails</li></ul>||20|||||||||0.173LB	 0.016CF PER CS|0.173 |LB|60045             |																			
Nursing Supplies & Patient Care|Nursing Kits & Trays|Suture Removal Sets|60090|SUTURE REMOVAL SET|CENTURION|60090|0.000EA|1.000CS|591.96 ||||||EA|CS|30 Each / Case||http://www.medline.com/media/catalog/sku/600/60090_HRE01.JPG||||http://www.medline.com/media/catalog/sku/600/60090_PRI01.JPG|||<ul><li> Pre-packaged suture removal packs are designed to help standardize product usage and control supplycosts<br /></li><li> Packs include high-quality	 single-use Centurion stainless steel instruments that areprecision crafted to match the performance and feel of reusables<br /></li><li> Many Centurion instrumentsqualify for our money-saving Recycling Program; contact your sales rep for details</li></ul>||20|||||||||0.320LB	 0.016CF PER CS|0.320 |LB|60090             |																			
Nursing Supplies & Patient Care|Nursing Kits & Trays|Suture Removal Tray|60115|SUTURE REMOVAL TRAY|CENTURION|60115|0.000EA|1.000CS|458.24 ||||||EA|CS|50 Each / Case|||||||||<ul><li> Pre-packaged suture removal trays are designed to help standardize product usage and control supplycosts<br /></li><li> Trays include high-quality	 single-use Centurion instruments that are precision crafted tomatch the performance and feel of reusables<br /></li><li> Many Centurion instruments qualify for ourmoney-saving Recycling Program; contact your sales rep for details</li></ul>|CTM|20|||||||||0.118LB	 0.008CF PER CS|0.118 |LB|60115             |																			
